epoch,learning_rate,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy
0,0.0010000000474974513,1.666032075881958,0.5753124952316284,0.7518125176429749,1.1380910873413086,0.6862499713897705,0.8456249833106995
1,0.0010000000474974513,3.6394548416137695,0.04337500035762787,0.05274999886751175,3.8066623210906982,0.0,0.0
2,0.0010000000474974513,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
3,0.0010000000474974513,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
4,0.0010000000474974513,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
5,0.0010000000474974513,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
6,0.0005000000237487257,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
7,0.0005000000237487257,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
8,0.0005000000237487257,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
9,0.0005000000237487257,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
10,0.0005000000237487257,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
