epoch,learning_rate,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy
0,9.999999747378752e-05,3.6907308101654053,0.45643749833106995,0.5874999761581421,3.504390239715576,0.5253124833106995,0.7368749976158142
1,9.999999747378752e-05,3.7149879932403564,0.13831250369548798,0.19231249392032623,3.8066623210906982,0.0,0.0
2,9.999999747378752e-05,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
3,9.999999747378752e-05,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
4,9.999999747378752e-05,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
5,9.999999747378752e-05,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
6,4.999999873689376e-05,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
7,4.999999873689376e-05,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
8,4.999999873689376e-05,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
9,4.999999873689376e-05,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
10,4.999999873689376e-05,3.8066627979278564,0.0,0.0,3.8066623210906982,0.0,0.0
